SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
534976,VMART       ,B ,Q,2184.00,2219.75,2176.00,2181.15,2181.15,2183.80,299,1975,4335162.00,
535141,SUNSTAR R   ,B ,Q,4.58,4.58,4.58,4.58,4.58,4.82,32,8323,38119.00,
535267,COM FINCAP  ,X ,Q,16.30,16.35,16.25,16.30,16.30,16.25,80,17898,291729.00,
535276,SBISENSEX   ,B ,Q,352.00,353.34,349.48,353.34,353.34,352.00,16,1704,596124.00,
535279,BOTHRA MET  ,M ,Q,12.60,12.60,12.60,12.60,12.60,10.90,1,4000,50400.00,
535322,REPCO HOME  ,A ,Q,617.00,620.00,608.20,615.70,616.00,616.65,331,5717,3521312.00,
535458,NRB IND BEA ,B ,Q,25.70,26.00,25.05,25.35,25.60,26.20,32,6555,168217.00,
535467,AIFL        ,B ,Q,452.05,462.95,448.90,451.45,450.00,456.80,240,8200,3732101.00,
535566,KIFS FSL    ,XT,Q,96.90,98.25,89.00,98.25,98.25,93.60,13,3160,300387.00,
535601,SREELEATHER ,B ,Q,235.00,236.50,231.10,235.90,236.00,232.95,34,1675,393935.00,
535602,SHARDA MOTOR,B ,Q,1985.00,2004.95,1950.00,1993.10,1980.00,1978.45,218,5174,10257127.00,
535620,BINNY MILLS ,X ,Q,238.00,238.00,221.05,227.00,227.00,234.95,9,100,22645.00,
535621,SV GLOBAL   ,X ,Q,138.65,138.65,133.00,133.00,133.00,128.90,2,10,1358.00,
535648,JUSTDIAL    ,A ,Q,453.95,455.95,447.10,450.50,450.50,452.95,2338,267048,120281162.00,
535658,PAWANSUT    ,X ,Q,3.50,3.50,3.11,3.24,3.24,3.20,9,3549,11248.00,
535693,BRAHM INFRA ,X ,Q,27.00,29.50,27.00,29.50,29.50,30.95,17,929,26879.00,
535694,EDSL        ,XT,Q,2.30,2.30,2.20,2.20,2.20,2.25,6,2210,4977.00,
535730,KHOOBSURAT  ,XT,Q,0.20,0.21,0.20,0.21,0.21,0.20,33,142101,28820.00,
535754,ORIENT CEM  ,B ,Q,148.25,148.30,145.05,145.55,145.05,146.80,19,1029,150713.00,
535755,ABFRL       ,A ,Q,150.25,151.00,146.95,149.95,149.55,148.50,295,20411,3034467.00,
535789,IBUL HSG FIN,A ,Q,1325.00,1337.85,1306.00,1311.05,1311.05,1324.40,823,23620,31117235.00,
536128,VKJINFRA    ,X ,Q,1.59,1.59,1.48,1.51,1.53,1.54,181,220017,332082.00,
536170,KUSHAL      ,T ,Q,111.25,111.65,107.10,107.80,107.80,111.15,3302,1480483,161081928.00,
536264,TIGER LOGS  ,X ,Q,203.05,210.00,195.00,198.05,197.00,199.40,310,25700,5177584.00,
536493,JKAGRI GEN  ,X ,Q,1453.95,1453.95,1390.00,1397.75,1390.00,1430.50,80,2724,3872579.00,
536507,FUTLIF FAS  ,A ,Q,444.00,447.90,438.10,440.55,441.40,443.35,228,5303,2351972.00,
536659,PVVINFRA    ,XT,Q,25.10,25.10,24.25,25.10,25.10,23.95,68,33899,847708.00,
536709,INDRENEW    ,X ,Q,14.60,14.60,14.60,14.60,14.60,13.95,1,100,1460.00,
536773,JIN POLY INV,B ,Q,58.60,61.30,58.60,61.30,61.30,60.20,3,1013,62061.00,
536799,SRS FINANCE ,XT,Q,0.53,0.53,0.53,0.53,0.53,0.55,17,24202,12827.00,
536960,M100        ,B ,Q,19.70,20.78,19.50,20.12,19.92,20.50,9,1623,32379.00,
536974,CAPTAIN POLY,X ,Q,159.95,159.95,152.45,153.25,158.00,157.80,32,3149,494446.00,
537007,NIFTYIWIN   ,B ,Q,107.00,107.14,106.60,107.14,107.14,107.00,25,691,73846.00,
537008,NIF100IWIN  ,B ,Q,117.87,120.00,113.65,113.65,113.65,114.12,6,45,5301.00,
537069,ARNOLD HOLD ,X ,Q,7.45,7.50,7.12,7.15,7.15,7.41,42,84044,618802.00,
537092,MODEX INT   ,XT,Q,37.30,37.30,37.30,37.30,37.30,39.25,1,50,1865.00,
537253,SUNIL HEALTH,X ,Q,74.50,76.70,73.45,73.95,75.00,76.90,12,902,66868.00,
537254,RCI IND     ,B ,Q,163.65,165.05,160.00,162.35,162.70,164.90,189,19460,3169102.00,
537259,SUYOG TELE  ,B ,Q,370.95,370.95,344.10,344.10,344.10,354.00,3,75,27737.00,
537291,NATH BIOGEN ,B ,Q,551.30,553.00,530.05,536.80,536.80,546.45,793,17242,9242613.00,
537292,AGRI TECH   ,B ,Q,150.65,150.70,141.60,143.60,141.65,146.90,124,6983,1013384.00,
537524,VIAANINDUS  ,X ,Q,34.70,38.40,34.00,34.90,34.90,34.10,1138,649198,23213423.00,
537536,DENIS CHEM  ,X ,Q,84.90,84.90,77.30,80.45,80.00,79.80,29,2170,174426.00,
537582,UNISHIRE    ,M ,Q,9.21,9.56,9.21,9.56,9.56,9.39,25,250000,2381100.00,
537708,KOTAKNIFTY  ,B ,Q,105.75,105.75,105.40,105.40,105.40,105.00,4,280,29606.00,
537750,KIRAN VYPAR ,X ,Q,167.90,173.85,162.20,166.15,162.20,166.50,93,9166,1546043.00,
537766,BCP LTD     ,B ,Q,161.00,163.00,156.15,158.30,157.00,157.65,412,94200,14959241.00,
537800,MANGALAM IND,X ,Q,1.27,1.27,1.15,1.15,1.15,1.27,2,1008,1279.00,
537820,VFL         ,T ,Q,5.00,5.20,4.80,5.06,5.20,4.96,74,54343,271483.00,
537839,PHOENIX TN  ,X ,Q,15.00,15.00,15.00,15.00,15.00,15.50,4,4280,64200.00,
537840,RAUNAQEPC   ,X ,Q,125.70,130.00,125.70,126.75,130.00,125.10,7,370,46763.00,
537954,SKP         ,T ,Q,10.28,10.28,10.28,10.28,10.28,10.82,21,1980,20354.00,
538019,OBI LTD     ,T ,Q,154.00,154.00,141.55,142.15,141.55,149.00,95,8577,1224839.00,
538057,CPSE ETF    ,B ,Q,28.38,28.49,27.94,28.06,28.10,28.32,154,52213,1469806.00,
538081,HARIA APL   ,X ,Q,3.18,3.19,3.18,3.19,3.19,3.15,4,3649,11604.00,
538092,JOONKTOLLEE ,X ,Q,156.60,160.00,156.60,160.00,160.00,166.65,3,121,19326.00,
538180,GOLD LINE   ,X ,Q,9.33,9.33,9.33,9.33,9.33,9.33,2,3,27.00,
538268,WONDERLA    ,B ,Q,361.00,370.00,356.55,366.90,370.00,362.25,54,1110,403507.00,
538351,AFEL        ,XT,Q,3.10,3.10,3.10,3.10,3.10,3.26,1,62,192.00,
538364,BCPAL       ,XT,Q,2.08,2.08,2.07,2.07,2.07,2.17,84,29744,61571.00,
538365,ADHUNIKIND  ,T ,Q,79.95,80.85,75.80,80.35,80.35,77.00,38,18958,1515276.00,
538422,JACKSON     ,XT,Q,2.25,2.25,2.25,2.25,2.25,2.29,3,4,9.00,
538423,ALPS MOTOR  ,X ,Q,10.85,10.85,10.85,10.85,10.85,11.05,28,3694,40079.00,
538433,CLASSIC     ,XT,Q,0.72,0.74,0.72,0.74,0.74,0.75,8,29592,21418.00,
538446,DHANUKACOM  ,M ,Q,5.26,5.26,5.20,5.22,5.20,5.13,5,50000,261100.00,
538464,TPROJECT    ,XT,Q,37.75,38.85,37.75,38.80,38.80,37.00,2132,1007963,38853702.00,
538476,CTL         ,X ,Q,4.70,4.80,4.40,4.43,4.43,4.59,107,122161,556763.00,
538540,RLFL        ,XT,Q,0.32,0.32,0.32,0.32,0.32,0.33,10,12500,4000.00,
538547,OASIS       ,B ,Q,50.00,50.00,47.20,47.20,47.20,49.65,94,19869,945729.00,
538557,SAIBABA     ,X ,Q,11.12,11.12,11.12,11.12,11.12,11.70,10,1135,12621.00,
538562,SKIPPER     ,B ,Q,226.00,235.00,224.55,233.55,230.60,230.30,152,4270,987401.00,
538564,JAMESWARREN ,X ,Q,140.15,144.90,140.00,140.00,140.00,143.65,9,411,58515.00,
538566,BESTSTEEL   ,X ,Q,150.75,150.90,146.50,149.70,150.00,149.50,141,55679,8240671.00,
538567,GULFOIL LUB ,B ,Q,913.25,920.00,910.00,918.25,919.25,917.55,153,1548,1421664.00,
538570,ACHAL       ,XT,Q,1.42,1.49,1.35,1.44,1.35,1.42,18,9550,13740.00,
538595,GLOSTER     ,X ,Q,714.00,714.00,698.50,701.35,698.50,709.45,35,319,224511.00,
538597,TTIENT      ,XT,Q,1.20,1.20,1.20,1.20,1.20,1.15,1,10,12.00,
538598,VISHAL      ,B ,Q,610.00,610.00,592.00,592.15,592.00,608.00,35,523,314987.00,
538607,TOYAMIND    ,XT,Q,3.10,3.18,3.00,3.03,3.03,3.03,69,42012,128314.00,
538634,VRL         ,XT,Q,49.00,49.00,49.00,49.00,49.00,50.40,9,1200,58800.00,
538635,SNOWMAN     ,B ,Q,48.55,49.10,48.05,48.80,48.80,48.65,310,52905,2576679.00,
538647,PURSHOTTAM  ,X ,Q,32.00,32.00,32.00,32.00,32.00,31.80,2,516,16512.00,
538653,EML         ,X ,Q,32.70,32.70,32.70,32.70,32.70,33.35,6,181,5918.00,
538666,SHARDACROP  ,A ,Q,413.80,413.80,394.35,402.15,402.15,394.05,74,917,369018.00,
538674,CITYONLINE  ,Z ,Q,5.50,5.50,5.50,5.50,5.50,5.66,1,100,550.00,
538685,SHEMAROO    ,B ,Q,533.00,537.00,511.10,518.00,522.50,533.45,194,499,259365.00,
538706,ULTRACAB    ,B ,Q,92.10,92.65,92.10,92.65,92.65,92.05,37,6000,554500.00,
538707,RCCL        ,X ,Q,43.50,43.50,43.50,43.50,43.50,42.60,2,17,739.00,
538708,ETIL        ,X ,Q,12.80,12.80,12.80,12.80,12.80,12.67,3,2350,30080.00,
538713,ATISHAY     ,B ,Q,73.00,87.95,73.00,82.75,81.00,80.75,20,1663,142494.00,
538715,DHABRIYA    ,T ,Q,150.00,157.00,149.50,157.00,157.00,150.00,24,3154,488000.00,
538730,PDSMFL      ,B ,Q,298.50,298.80,298.00,298.00,298.00,295.00,5,327,97460.00,
538732,VGCL        ,B ,Q,49.00,49.00,48.95,48.95,48.95,52.80,2,4502,220472.00,
538733,STARLIT     ,B ,Q,17.95,17.95,17.00,17.00,17.00,16.85,8,875,15270.00,
538734,CEINSYSTECH ,B ,Q,167.20,167.20,166.30,166.50,166.50,175.00,6,115,19174.00,
538742,PANACHE     ,X ,Q,45.05,45.10,44.75,45.00,44.75,45.10,36,18004,810334.00,
538771,PINCON      ,B ,Q,31.70,31.70,30.15,30.15,30.15,31.70,105,23807,723747.00,
538772,NIYOGIN     ,B ,Q,92.60,92.60,92.60,92.60,92.60,90.80,11,7386,683943.00,
538787,GBFL        ,X ,Q,41.90,41.90,41.90,41.90,41.90,44.10,2,13,544.00,
538788,GILADAFINS  ,X ,Q,41.00,42.00,41.00,41.90,42.00,41.20,4,98,4070.00,
538795,SAPPL       ,X ,Q,195.05,196.00,195.05,196.00,196.00,195.05,2,150,29352.00,
538812,AANCHALISP  ,B ,Q,18.90,18.90,17.30,17.85,17.55,18.00,23,6048,108797.00,
538834,MEL         ,X ,Q,11.69,11.69,10.55,11.07,11.00,11.12,25,6214,71050.00,
538835,INTELLECT   ,A ,Q,170.20,172.50,168.30,170.15,169.70,172.00,792,64191,10915164.00,
538836,MONTECARLO  ,B ,Q,507.70,507.70,497.55,500.85,507.00,506.50,49,577,288982.00,
538837,JSTL        ,X ,Q,41.30,41.30,41.30,41.30,41.30,42.90,1,100,4130.00,
538858,CAMSONBIO   ,X ,Q,16.75,16.85,16.00,16.25,16.30,16.50,33,9124,149007.00,
538860,PANAFIC     ,X ,Q,0.41,0.41,0.41,0.41,0.41,0.43,21,42305,17345.00,
538861,AMSONS      ,T ,Q,1.78,1.78,1.72,1.72,1.72,1.81,43,35482,61038.00,
538890,MKEXIM      ,X ,Q,8.40,8.40,8.40,8.40,8.40,8.10,1,10,84.00,
538891,SIPROJECTS  ,X ,Q,250.00,250.20,246.60,249.05,249.95,250.05,828,16126,4005667.00,
538896,KANCHI      ,XT,Q,228.00,232.95,221.55,228.20,227.00,223.60,45,2261,514935.00,
538902,DHUN TEAIND ,B ,Q,300.00,302.00,291.00,297.50,300.00,298.40,26,1189,350510.00,
538918,VANICOM     ,XT,Q,5.00,5.00,4.82,5.00,5.00,5.07,6,374,1861.00,
538922,COSYN       ,X ,Q,83.10,84.45,82.00,82.65,82.65,82.65,96,7650,636038.00,
538942,MERCANTILE  ,XT,Q,9.00,9.94,9.00,9.94,9.94,9.47,14,2515,22766.00,
538961,GENUSPAPER  ,B ,Q,13.11,13.29,12.95,13.04,13.01,13.28,102,53995,705745.00,
538962,MINDACORP   ,B ,Q,184.30,187.00,180.00,181.85,181.80,184.55,234,14452,2646892.00,
538963,PACT        ,XT,Q,4.82,4.82,4.40,4.80,4.81,4.61,29,6785,32229.00,
538965,CONCORD     ,X ,Q,23.95,25.00,23.05,23.40,25.00,24.00,28,1568,37231.00,
538987,TALBROSENG  ,X ,Q,319.00,341.75,312.05,331.00,331.00,339.20,11,139,46349.00,
538992,SAPL        ,X ,Q,164.00,164.00,140.10,149.15,143.45,154.95,24,1040,158618.00,
538993,PUROHITCON  ,XT,Q,7.58,7.58,7.58,7.58,7.58,7.22,1,194,1470.00,
539006,PTCIL       ,X ,Q,572.05,572.05,570.00,570.05,570.00,577.40,4,326,186456.00,
539007,PINCONLIFE  ,XT,Q,4.56,4.99,4.56,4.56,4.56,4.79,50,20487,94100.00,
539009,GBLIL       ,X ,Q,20.50,20.60,20.50,20.50,20.50,21.00,32,22016,451528.00,
539011,CHENFERRO   ,XT,Q,8.28,8.28,8.28,8.28,8.28,8.28,3,136,1126.00,
539013,GITARENEW   ,XT,Q,6.56,6.56,6.56,6.56,6.56,6.90,2,142,931.00,
539014,KALPACOMME  ,XT,Q,10.76,10.76,10.76,10.76,10.76,10.97,4,132,1420.00,
539015,ORTEL       ,B ,Q,21.25,21.30,21.25,21.25,21.25,21.50,9,7290,155082.00,
539017,ASHFL       ,B ,Q,100.50,104.95,92.00,99.10,97.05,100.00,71,4341,420638.00,
539018,BEEKAY      ,X ,Q,380.50,392.00,375.00,385.00,385.00,380.45,19,698,268832.00,
539031,SETFBSE100  ,B ,Q,112.00,112.00,112.00,112.00,112.00,112.00,2,10,1120.00,
539032,FRASER      ,XT,Q,5.50,5.50,5.50,5.50,5.50,5.50,2,16,88.00,
539040,TTIL        ,X ,Q,7.51,7.54,6.55,6.65,6.65,7.49,17,2860,21293.00,
539041,SVPHOUSING  ,M ,Q,32.00,32.00,32.00,32.00,32.00,27.50,3,25000,800000.00,
539042,AGIIL       ,B ,Q,131.00,133.00,122.90,122.95,122.90,129.35,178,27927,3538575.00,
539043,BKMINDST    ,B ,Q,30.05,31.95,29.60,31.95,31.95,31.40,36,9825,294353.00,
539044,MANAKSTELTD ,B ,Q,32.65,35.45,32.65,33.75,33.45,34.20,38,4800,161701.00,
539045,MNKALCOLTD  ,B ,Q,11.35,11.70,10.73,11.10,11.10,11.56,17,2998,34495.00,
539046,MNKCMILTD   ,B ,Q,16.30,16.30,15.30,15.45,15.45,16.20,53,10664,164419.00,
539056,ADLABS      ,B ,Q,56.00,56.00,55.15,55.40,55.60,55.05,72,5504,305478.00,
539083,INOXWIND    ,A ,Q,116.05,118.05,116.00,116.80,116.70,116.60,246,19519,2284348.00,
539096,AANANDALAK  ,XT,Q,3.27,3.27,3.11,3.11,3.11,3.27,2,321,1046.00,
539097,YOGYA       ,M ,Q,13.50,13.75,13.50,13.50,13.50,13.75,7,184000,2486000.00,
539098,FILTRA      ,M ,Q,20.10,21.80,20.10,21.80,21.80,22.20,3,30000,615750.00,
539099,ATHCON      ,M ,Q,16.85,16.85,16.80,16.80,16.80,17.00,4,10000,168250.00,
539110,NORTHLINK   ,XT,Q,31.20,31.20,31.20,31.20,31.20,30.00,2,500,15600.00,
539112,SAB         ,X ,Q,60.00,60.00,60.00,60.00,60.00,60.00,3,84,5040.00,
539113,PML         ,X ,Q,5300.00,5300.00,5100.00,5108.70,5149.95,5189.00,28,52,268689.00,
539118,VRLLOG      ,B ,Q,384.45,394.00,383.30,387.60,384.40,389.70,87,2105,817466.00,
539122,BODHTREE    ,X ,Q,79.95,79.95,75.15,76.00,76.00,78.65,163,31838,2460423.00,
539123,VBIND       ,X ,Q,73.60,74.00,72.85,73.75,72.95,73.00,62,28815,2117533.00,
539125,LAYLA       ,XT,Q,1.52,1.52,1.52,1.52,1.52,1.60,9,1174,1784.00,
539126,MEP         ,B ,Q,78.50,82.25,77.30,80.55,80.55,77.85,942,139585,11237142.00,
539131,CLLIMITED   ,X ,Q,39.90,39.90,37.50,38.60,38.80,38.70,69,35986,1406726.00,
539132,VEGETABLE   ,X ,Q,5.40,5.40,5.15,5.30,5.30,5.39,19,30320,158846.00,
539134,HFEFBRG     ,B ,Q,11.51,11.51,11.51,11.51,11.51,11.11,1,500,5755.00,
539141,UFO         ,B ,Q,407.00,410.00,398.35,400.00,400.00,408.00,129,2109,850012.00,
539143,SBCL        ,X ,Q,71.00,71.75,71.00,71.75,71.75,70.35,11,435,31093.00,
539148,SHIVALIK    ,XT,Q,721.45,721.45,712.40,717.45,715.00,723.70,56,2422,1740696.00,
539149,ICSL        ,XT,Q,4.00,4.00,4.00,4.00,4.00,4.20,1,50,200.00,
539150,PNCINFRA    ,B ,Q,177.35,182.05,177.00,181.45,180.25,177.95,100,4520,814102.00,
539151,ARFIN       ,X ,Q,490.00,490.00,479.95,481.45,480.00,492.15,17,551,265495.00,
539169,FUNNY       ,T ,Q,5.57,5.57,5.57,5.57,5.57,5.86,13,7715,42972.00,
539175,INDRAIND    ,X ,Q,37.75,45.95,37.75,44.80,44.00,41.90,20,4235,185603.00,
539176,HAWAENG     ,XT,Q,60.00,60.00,56.10,56.10,56.10,58.50,3,228,13589.00,
539177,AIIL        ,X ,Q,50.00,50.00,42.20,49.90,49.90,49.25,11,672,33047.00,
539195,POEL        ,X ,Q,84.00,85.00,79.00,81.40,81.40,82.00,109,11885,965170.00,
539196,AEL         ,X ,Q,36.45,36.65,33.25,33.25,33.25,34.95,102,9780,332898.00,
539198,CAPFIN      ,XT,Q,2.34,2.34,2.34,2.34,2.34,2.46,1,359,840.00,
539200,NOBPOL      ,XT,Q,0.37,0.37,0.36,0.36,0.36,0.37,3,511,183.00,
539207,MANPASAND   ,B ,Q,383.00,408.55,380.00,402.45,406.80,384.25,918,21329,8511742.00,
539216,JUNCTION    ,M ,Q,31.95,31.95,31.95,31.95,31.95,33.60,1,4000,127800.00,
539217,SRESTHA     ,X ,Q,13.50,13.90,13.50,13.62,13.65,13.59,32,45612,623816.00,
539219,MUL         ,X ,Q,178.50,178.55,176.00,176.00,176.00,178.00,5,1206,215286.00,
539224,HCKKVENTURE ,X ,Q,45.55,45.60,45.55,45.60,45.60,45.45,6,5050,230153.00,
539225,JIYAECO     ,B ,Q,125.00,127.45,120.05,123.50,123.50,125.85,328,41260,5072079.00,
539226,RUDRA       ,B ,Q,190.00,200.10,185.85,198.80,198.80,195.35,15,4500,864455.00,
539227,LOYAL       ,M ,Q,71.00,71.00,70.50,70.75,70.50,68.10,2,6000,424500.00,
539228,GGPL        ,B ,Q,163.55,163.55,163.55,163.55,163.55,172.15,23,2998,490322.00,
539229,MRSS        ,M ,Q,226.00,226.00,220.00,220.15,220.00,220.95,8,13200,2915040.00,
539251,BALKRISHNA  ,B ,Q,84.25,86.00,83.05,84.30,84.30,84.20,68,3675,312610.00,
539252,SCFL        ,B ,Q,10.65,10.65,9.45,9.63,9.63,9.72,27,13295,127002.00,
539254,ADANITRANS  ,A ,Q,178.70,184.60,178.00,179.60,179.60,180.95,795,56695,10216288.00,
539255,STARDELTA   ,X ,Q,124.60,137.00,124.60,128.50,128.20,128.30,34,7153,900284.00,
539265,AMRAFIN     ,M ,Q,32.00,32.00,32.00,32.00,32.00,39.05,1,1200,38400.00,
539268,SYNGENE     ,A ,Q,617.00,625.00,607.95,613.65,612.00,611.85,486,10263,6333992.00,
539274,BLFL        ,Z ,Q,10.60,10.60,9.72,9.72,9.72,10.23,2,3,30.00,
539276,KAYA        ,B ,Q,1004.75,1004.75,990.00,992.50,992.50,1000.95,98,1033,1029261.00,
539278,SYMBIOX     ,XT,Q,0.80,0.80,0.80,0.80,0.80,0.77,61,103630,82904.00,
539287,ORTINLAABS  ,B ,Q,18.90,19.00,18.15,18.50,18.50,18.85,18,3100,57290.00,
539289,MJCO        ,B ,Q,485.20,486.75,474.00,476.75,476.75,485.50,205,3690,1768994.00,
539290,BINDALAGRO  ,B ,Q,29.40,29.95,29.00,29.00,29.00,29.35,12,6274,183544.00,
539291,OZONEWORLD  ,X ,Q,35.25,35.30,35.25,35.30,35.30,34.00,2,716,25264.00,
539300,AKSPINTEX   ,X ,Q,38.00,38.00,38.00,38.00,38.00,38.75,1,500,19000.00,
539301,ARVSMART    ,B ,Q,195.15,195.15,190.35,191.60,191.50,193.00,74,3792,728401.00,
539302,POWERMECH   ,B ,Q,885.00,890.00,874.05,888.10,888.10,877.20,66,532,470417.00,
539309,RAMASTEEL   ,T ,Q,180.10,189.10,180.10,186.60,186.60,185.55,6,221,40834.00,
539310,OYEEEE      ,M ,Q,21.50,21.60,21.50,21.60,21.60,21.40,5,15000,323400.00,
539311,NFIL        ,XT,Q,14.30,14.30,14.30,14.30,14.30,14.50,1,17000,243100.00,
539331,VETO        ,B ,Q,203.00,203.00,194.35,196.60,195.00,202.65,191,16066,3197162.00,
539332,NAVKARCORP  ,A ,Q,180.00,180.00,175.00,175.05,175.05,174.70,746,10332,1812145.00,
539333,PENPEBS     ,B ,Q,79.25,79.95,79.10,79.25,79.15,79.60,20,2791,221343.00,
539334,SHREEPUSHK  ,B ,Q,217.60,220.00,214.35,217.20,217.20,214.90,492,30307,6586086.00,
539336,GUJGAS      ,A ,Q,858.00,880.15,854.00,870.75,870.75,859.00,157,1501,1295577.00,
539346,SADBHIN     ,B ,Q,136.30,137.25,134.95,136.85,136.20,136.70,30,6638,904060.00,
539351,PRABHAT     ,B ,Q,183.90,184.45,177.90,179.95,179.35,182.30,186,8758,1577291.00,
539354,POLYSPIN    ,X ,Q,134.00,135.00,130.00,135.00,135.00,130.00,6,204,27019.00,
539359,PRITIKAUTO  ,XT,Q,184.10,187.40,180.50,180.65,180.50,184.10,31,6011,1106904.00,
539363,SKC         ,M ,Q,120.00,120.50,112.10,116.65,112.10,120.85,12,13000,1518600.00,
539391,ACME        ,X ,Q,20.00,20.00,20.00,20.00,20.00,20.90,1,80,1600.00,
539392,SANGFROID   ,Z ,Q,1.00,1.00,1.00,1.00,1.00,1.03,1,150,150.00,
539399,BELLACASA   ,B ,Q,190.00,198.00,190.00,198.00,198.00,198.00,3,12041,2383790.00,
539400,MALLCOM     ,X ,Q,308.00,308.00,272.15,289.75,286.20,295.60,13,234,67494.00,
539402,VAL         ,M ,Q,18.75,18.75,18.75,18.75,18.75,18.35,3,12000,225000.00,
539404,SATIN       ,B ,Q,419.05,428.00,415.25,417.80,415.25,421.80,80,1288,542197.00,
539407,GENCON      ,X ,Q,258.50,272.95,257.00,264.10,264.10,256.55,421,159197,41539483.00,
539408,KUBERJI     ,XT,Q,4.90,4.95,4.90,4.94,4.95,4.86,3,2594,12760.00,
539410,SIENERGY    ,XT,Q,10.00,10.40,10.00,10.40,10.40,10.43,18,12724,130189.00,
539428,TEJNAKSH    ,M ,Q,455.00,458.00,440.00,452.00,458.00,460.00,19,9600,4368800.00,
539436,COFFEEDAY   ,B ,Q,303.80,306.40,298.70,300.90,300.00,303.40,123,4151,1260711.00,
539437,IDFCBANK    ,A ,Q,50.50,50.50,48.85,49.25,49.25,49.60,1291,417244,20529206.00,
539447,BEARDSELL   ,B ,Q,55.50,56.50,55.50,55.50,55.50,56.90,4,802,44513.00,
539448,INDIGO      ,A ,Q,1474.00,1487.20,1428.75,1478.90,1478.90,1479.55,2310,64810,94756376.00,
539450,SHK         ,B ,Q,255.90,260.45,253.55,253.75,253.75,253.85,360,25948,6619277.00,
539455,DASL        ,XT,Q,25.55,25.55,25.55,25.55,25.55,25.50,1,1521,38861.00,
539470,SHREEGANES  ,X ,Q,395.05,480.70,395.05,450.00,450.00,437.00,15,209,95935.00,
539479,GTV         ,X ,Q,36.75,36.75,34.85,34.95,34.95,35.00,5,30,1057.00,
539516,HDFCNIFETF  ,B ,Q,1138.00,1160.00,1076.00,1092.54,1076.00,1119.00,14,502,548547.00,
539518,UDAYJEW     ,X ,Q,45.65,45.65,45.65,45.65,45.65,45.00,2,251,11458.00,
539520,SHAILJA     ,XT,Q,12.01,12.04,11.46,11.97,12.00,12.06,81,61648,740800.00,
539521,NAVIGANT    ,M ,Q,19.85,19.90,14.25,14.25,14.25,17.20,5,50000,919500.00,
539523,ALKEM       ,A ,Q,1818.00,1826.05,1765.00,1771.80,1770.00,1818.65,747,30323,55014707.00,
539524,LALPATHLAB  ,A ,Q,873.50,879.00,870.20,876.40,876.95,873.90,72,816,714198.00,
539528,AAYUSH      ,X ,Q,63.75,63.75,61.00,61.00,61.00,60.00,10,645,40206.00,
539542,LUXIND      ,B ,Q,1790.15,1815.15,1790.15,1811.60,1806.00,1806.70,86,2523,4560819.00,
539544,ABHIINFRA   ,XT,Q,3.20,3.20,3.20,3.20,3.20,3.10,1,44,140.00,
539551,NH          ,B ,Q,275.00,288.15,274.00,280.45,281.45,280.25,91,2609,731132.00,
539570,OFSTECH     ,M ,Q,15.85,15.85,15.85,15.85,15.85,14.70,1,6000,95100.00,
539595,NATECO      ,X ,Q,90.15,90.45,89.90,90.35,90.35,90.20,271,92487,8343298.00,
539597,JSLHISAR    ,B ,Q,175.00,181.40,173.40,179.75,179.75,172.00,2941,373795,66615629.00,
539598,ORACLECR    ,XT,Q,10.05,10.05,10.00,10.05,10.05,10.00,13,5055,50650.00,
539620,AINFRA      ,XT,Q,149.35,149.35,141.90,141.90,141.90,149.35,20,380,55047.00,
539636,PRECAM      ,B ,Q,108.50,109.00,106.75,107.00,106.95,109.50,252,10670,1146363.00,
539658,TEAMLEASE   ,B ,Q,2218.80,2267.00,2202.00,2226.90,2240.00,2218.80,16,25,55827.00,
539678,QUICKHEAL   ,B ,Q,309.05,309.85,302.00,304.25,304.25,308.65,463,30489,9273783.00,
539679,KAPILRAJ    ,X ,Q,15.20,15.20,15.20,15.20,15.20,16.00,35,5325,80940.00,
539686,KPEL        ,M ,Q,248.00,248.00,240.00,240.00,240.00,220.00,4,3750,915000.00,
539693,ALORA       ,X ,Q,3.89,3.89,3.89,3.89,3.89,4.09,12,2342,9110.00,
539724,HYPERSOFT   ,X ,Q,9.00,9.21,8.50,9.21,9.21,7.68,20,4132,37477.00,
539725,GOKULAGRO   ,B ,Q,23.65,23.80,22.40,23.00,23.00,23.65,27,4252,97014.00,
539742,SIMBHALS    ,B ,Q,15.30,15.30,14.90,15.27,15.27,15.28,11,449,6758.00,
539760,RELICAB     ,M ,Q,39.00,39.50,39.00,39.50,39.50,38.70,11,228000,8893500.00,
539770,DARJEELING  ,XT,Q,17.06,17.06,17.06,17.06,17.06,16.25,3,750,12795.00,
539773,ADVIKCA     ,XT,Q,4.19,4.19,4.07,4.07,4.07,4.19,2,301,1225.00,
539785,PDMJEPAPER  ,B ,Q,27.20,27.20,26.00,26.70,26.65,27.05,51,13838,367776.00,
539787,HCG         ,B ,Q,311.40,316.75,307.05,311.20,312.75,310.65,78,3360,1053216.00,
539798,UMIYA       ,M ,Q,103.60,103.70,103.60,103.70,103.70,103.75,3,3750,388687.00,
539799,BHARATWIRE  ,B ,Q,123.00,130.70,122.00,127.75,127.75,123.70,188,21947,2793348.00,
